Date of Admission,Admission Type,Patient Status,Count
2023-08-30,Elective,admission,6
2021-09-17,Elective,admission,8
2020-10-30,Emergency,admission,4
2023-10-17,Elective,admission,2
2021-03-09,Urgent,admission,8
2024-01-15,Urgent,discharge,1
2024-01-20,Urgent,discharge,2
2024-01-29,Elective,discharge,6
2024-05-07,Urgent,admission,2
2021-08-20,Elective,admission,5
2022-04-25,Elective,discharge,7
2021-07-16,Emergency,admission,5
2023-11-07,Emergency,discharge,6
2019-06-01,Urgent,discharge,3
2021-07-08,Urgent,admission,8
2019-11-24,Emergency,discharge,9
2022-04-22,Emergency,discharge,2
2023-03-27,Elective,discharge,10
2019-11-28,Elective,admission,7
2023-08-26,Elective,admission,2
2023-03-10,Emergency,admission,10
2022-07-05,Elective,discharge,1
2022-11-01,Elective,discharge,3
2022-12-30,Emergency,admission,6
2023-11-28,Elective,admission,8
2019-12-16,Emergency,admission,7
2020-11-20,Elective,admission,9
2022-11-02,Elective,discharge,4
2019-06-17,Urgent,discharge,7
2021-01-31,Urgent,discharge,9
2020-08-22,Elective,admission,10
2023-12-03,Emergency,admission,3
2019-07-03,Urgent,discharge,2
2021-06-12,Emergency,admission,2
2022-09-25,Elective,admission,10
2019-06-28,Urgent,discharge,4
2023-12-18,Emergency,admission,4
2023-06-15,Elective,discharge,5
2023-07-12,Urgent,admission,9
2023-12-20,Urgent,discharge,10
2023-08-21,Elective,admission,10
2022-11-10,Urgent,admission,2
2023-07-20,Urgent,admission,3
2022-11-29,Emergency,admission,2
2023-12-22,Emergency,admission,1
2021-10-15,Elective,admission,9
2021-06-05,Urgent,admission,1
2020-09-17,Emergency,admission,4
2021-11-23,Urgent,discharge,3
2020-10-27,Emergency,admission,6
2019-12-21,Emergency,admission,10
2023-08-25,Emergency,admission,8
2021-04-26,Urgent,discharge,10
2021-08-19,Emergency,admission,7
2019-09-17,Elective,admission,7
2024-04-18,Urgent,discharge,4
2023-09-15,Elective,admission,8
2021-10-08,Urgent,admission,4
2021-05-16,Elective,admission,6
2020-09-06,Emergency,discharge,2
2022-06-21,Urgent,discharge,8
2023-03-19,Emergency,admission,9
2022-01-20,Elective,discharge,3
2020-05-04,Emergency,discharge,6
2022-06-11,Urgent,admission,6
2023-03-05,Urgent,admission,6
2022-06-28,Urgent,admission,3
2022-11-11,Emergency,admission,9
2021-07-13,Elective,discharge,5
2020-09-22,Urgent,discharge,9
2023-03-07,Elective,admission,2
2023-10-19,Elective,discharge,3
2022-12-21,Urgent,discharge,5
2022-01-10,Urgent,admission,4
2020-05-28,Elective,discharge,1
2022-04-07,Emergency,discharge,10
2020-01-10,Emergency,admission,5
2023-09-26,Urgent,discharge,4
2020-07-29,Elective,admission,10
2019-07-14,Emergency,admission,1
2023-07-15,Urgent,discharge,3
2022-02-22,Urgent,discharge,3
2021-06-19,Urgent,admission,9
2023-08-24,Urgent,discharge,8
2021-02-08,Elective,admission,5
2021-12-13,Emergency,admission,3
2023-07-07,Emergency,discharge,9
2021-06-25,Emergency,discharge,8
2020-01-04,Elective,admission,6
2020-02-24,Elective,discharge,8
2024-04-12,Emergency,admission,7
2019-11-05,Emergency,admission,10
2024-03-23,Elective,discharge,8
2023-06-19,Emergency,admission,1
2019-06-08,Emergency,admission,4
2023-02-13,Urgent,admission,10
2022-08-15,Emergency,admission,9
2023-05-15,Emergency,admission,3
2022-06-25,Urgent,discharge,7
2022-02-07,Emergency,discharge,9
2022-09-11,Emergency,discharge,1
2022-10-31,Elective,discharge,9
2021-03-14,Urgent,admission,8
2019-05-19,Elective,discharge,4
2021-07-29,Urgent,discharge,9
2023-09-15,Emergency,discharge,8
2023-07-20,Elective,discharge,5
2020-02-13,Emergency,admission,9
2019-07-30,Elective,admission,7
2022-05-07,Urgent,admission,3
2020-02-04,Emergency,discharge,7
2019-11-15,Urgent,admission,5
2020-12-16,Urgent,discharge,5
2022-10-19,Elective,admission,1
2023-10-10,Emergency,discharge,7
2021-01-14,Emergency,admission,3
2020-03-04,Elective,admission,3
2020-12-07,Urgent,discharge,6
2020-08-29,Emergency,discharge,6
2019-08-30,Emergency,discharge,4
2021-10-21,Elective,admission,10
2021-05-19,Urgent,discharge,4
2021-07-14,Elective,admission,9
2022-10-08,Emergency,admission,5
2023-02-18,Emergency,admission,10
2021-04-14,Emergency,admission,9
2022-10-05,Emergency,discharge,9
2020-05-02,Elective,admission,4
2021-04-26,Elective,admission,8
2020-05-25,Urgent,discharge,3
2019-05-18,Urgent,discharge,1
2022-07-02,Emergency,admission,3
2022-02-22,Urgent,discharge,9
2021-12-02,Elective,admission,7
2019-05-15,Urgent,discharge,6
2022-12-24,Elective,discharge,2
2023-11-11,Emergency,discharge,4
2022-10-25,Emergency,discharge,1
2021-03-01,Elective,discharge,1
2020-04-24,Urgent,admission,10
2021-08-10,Elective,admission,4
2023-05-23,Urgent,discharge,2
2021-03-22,Emergency,discharge,2
2022-08-08,Urgent,discharge,9
2024-01-13,Urgent,admission,5
2022-10-19,Elective,admission,6
2023-06-11,Elective,discharge,8
2021-01-28,Elective,admission,3
2021-12-27,Urgent,discharge,8
2022-08-28,Urgent,admission,2
2022-07-07,Urgent,discharge,10
2021-12-23,Elective,discharge,9
2020-12-28,Elective,admission,10
2022-06-10,Emergency,discharge,8
2023-06-18,Elective,discharge,10
2022-03-27,Emergency,admission,5
2023-08-26,Emergency,discharge,7
2021-08-08,Urgent,discharge,2
2021-01-03,Urgent,admission,4
2023-09-11,Elective,admission,2
2021-04-05,Urgent,discharge,3
2023-10-04,Urgent,discharge,10
2023-12-16,Emergency,admission,9
2023-04-28,Emergency,admission,4
2023-09-15,Elective,admission,7
2021-04-11,Elective,admission,9
2024-02-06,Elective,discharge,7
2019-07-06,Urgent,admission,5
2023-05-01,Emergency,admission,10
2020-09-15,Urgent,admission,2
2023-11-14,Elective,discharge,2
2021-12-16,Urgent,admission,10
2022-07-11,Elective,discharge,2
2019-08-23,Elective,discharge,5
2022-04-26,Urgent,discharge,7
2023-08-22,Urgent,discharge,8
2022-02-16,Emergency,admission,4
2021-09-12,Urgent,admission,4
2023-02-01,Emergency,admission,10
2019-12-18,Urgent,admission,3
2022-03-22,Urgent,discharge,4
2020-06-09,Urgent,discharge,4
2021-06-03,Urgent,admission,4
2023-11-04,Elective,admission,9
2020-03-30,Elective,admission,5
2024-03-28,Emergency,discharge,1
2021-10-24,Emergency,admission,4
2019-10-21,Elective,discharge,4
2023-07-05,Elective,admission,10
2020-11-12,Elective,discharge,6
2021-12-28,Urgent,admission,10
2023-03-18,Emergency,discharge,6
2023-07-08,Emergency,discharge,10
2022-06-25,Elective,admission,4
2020-01-13,Emergency,admission,3
2020-02-18,Urgent,admission,10
2019-12-01,Urgent,discharge,1
2021-08-26,Urgent,discharge,7
2020-12-16,Urgent,discharge,4
2024-01-19,Urgent,admission,1
2021-05-15,Emergency,admission,8
2020-03-26,Emergency,admission,1
2023-05-10,Emergency,discharge,6
2020-08-24,Elective,discharge,10
2020-01-04,Emergency,discharge,6
2024-01-20,Urgent,discharge,6
2023-04-01,Emergency,discharge,1
2022-09-11,Urgent,admission,4
2024-01-06,Emergency,admission,2
2019-06-17,Urgent,discharge,5
2019-06-04,Emergency,admission,9
2019-06-21,Emergency,discharge,4
2021-11-17,Elective,discharge,3
2023-12-19,Urgent,discharge,5
2023-06-27,Urgent,discharge,3
2023-11-13,Urgent,admission,8
2021-06-06,Urgent,discharge,6
2020-05-09,Urgent,admission,9
2020-11-26,Emergency,admission,9
2022-09-08,Emergency,admission,7
2021-08-21,Emergency,admission,8
2022-03-24,Elective,admission,6
2024-05-05,Urgent,discharge,9
2023-07-31,Elective,admission,9
2020-10-06,Elective,discharge,2
2020-06-27,Emergency,discharge,7
2023-11-28,Elective,admission,5
2023-04-19,Emergency,discharge,10
2023-02-10,Elective,discharge,9
2022-09-12,Emergency,discharge,5
2020-05-30,Elective,discharge,6
2020-03-04,Emergency,discharge,7
2019-07-23,Urgent,discharge,2
2023-05-04,Urgent,admission,1
2020-12-01,Urgent,discharge,10
2020-04-25,Elective,discharge,5
2021-03-24,Elective,discharge,1
2019-12-28,Emergency,discharge,6
2021-12-27,Urgent,discharge,8
2019-10-23,Urgent,discharge,8
2021-08-02,Urgent,discharge,5
2020-05-11,Elective,discharge,4
2023-08-12,Urgent,discharge,9
2020-11-14,Elective,discharge,8
2022-03-14,Urgent,admission,1
2024-02-02,Urgent,discharge,4
2021-07-04,Emergency,discharge,9
2023-09-27,Elective,admission,2
2020-12-06,Elective,admission,2
2023-11-09,Urgent,admission,3
2024-04-08,Urgent,discharge,8
2022-06-10,Elective,discharge,2
2023-11-10,Urgent,admission,9
2023-07-20,Emergency,discharge,4
2023-05-17,Urgent,admission,10
2019-09-13,Urgent,admission,1
2022-12-11,Elective,admission,1
2020-12-16,Emergency,admission,1
2019-08-04,Elective,admission,3
2023-12-16,Elective,admission,2
2023-04-27,Elective,discharge,1
2021-06-14,Elective,discharge,1
2019-07-14,Elective,admission,6
2020-05-21,Elective,discharge,8
2023-07-26,Elective,admission,5
2022-02-22,Elective,discharge,5
2020-01-16,Urgent,admission,5
2019-07-05,Urgent,discharge,10
2019-06-12,Elective,admission,5
2023-06-12,Emergency,admission,2
2020-09-09,Elective,discharge,5
2024-01-27,Elective,admission,1
2022-04-11,Urgent,admission,2
2020-04-19,Urgent,discharge,1
2023-10-06,Emergency,admission,3
2020-11-17,Emergency,discharge,4
2023-04-11,Emergency,admission,10
2020-05-28,Emergency,admission,6
2020-09-06,Emergency,admission,3
2020-08-03,Emergency,admission,4
2022-12-16,Urgent,discharge,1
2023-11-30,Elective,admission,10
2022-03-06,Elective,discharge,2
2021-05-05,Urgent,admission,10
2022-04-02,Emergency,discharge,6
2022-04-18,Urgent,admission,9
2021-04-25,Urgent,discharge,3
2021-12-02,Elective,admission,10
2022-08-27,Emergency,admission,10
2020-01-31,Emergency,admission,1
2019-09-03,Urgent,discharge,7
2020-11-01,Urgent,admission,9
2023-12-19,Elective,discharge,5
2021-12-24,Emergency,admission,8
2019-11-20,Urgent,admission,6
2021-10-07,Emergency,discharge,8
2019-07-21,Elective,discharge,2
2020-06-27,Urgent,admission,9
2021-08-20,Urgent,admission,10
2021-01-14,Elective,discharge,10
2021-04-25,Elective,discharge,4
2022-09-23,Elective,admission,10
2021-04-10,Emergency,admission,7
2022-04-16,Elective,discharge,10
2019-07-30,Emergency,admission,3
2020-02-13,Urgent,discharge,1
2021-01-13,Elective,discharge,1
2023-01-14,Elective,discharge,7
2020-07-27,Emergency,admission,9
2024-01-20,Urgent,admission,3
2020-12-30,Emergency,discharge,2
2024-01-07,Emergency,admission,2
2019-06-16,Urgent,admission,9
2021-12-20,Emergency,discharge,3
2020-01-08,Urgent,admission,8
2019-11-07,Elective,admission,1
2023-07-04,Emergency,admission,6
2019-05-27,Urgent,admission,4
2022-03-02,Emergency,discharge,10
2021-09-23,Elective,discharge,10
2020-04-24,Elective,discharge,10
2020-07-23,Elective,admission,10
2020-02-08,Emergency,discharge,10
2019-06-17,Elective,admission,9
2022-08-16,Urgent,admission,1
2022-05-19,Elective,discharge,10
2024-01-09,Urgent,admission,8
2020-05-07,Urgent,discharge,7
2020-08-30,Urgent,discharge,5
2020-10-26,Urgent,admission,3
2020-01-17,Elective,admission,7
2021-06-14,Urgent,discharge,4
2020-09-02,Urgent,admission,7
2021-11-06,Elective,discharge,7
2021-09-23,Elective,admission,9
2022-06-30,Emergency,discharge,5
2020-01-21,Emergency,admission,3
2020-07-01,Elective,admission,6
2022-05-25,Emergency,discharge,10
2022-06-21,Emergency,discharge,4
2022-07-24,Urgent,discharge,6
2022-12-13,Elective,discharge,3
2019-05-15,Emergency,admission,9
2021-09-04,Urgent,discharge,10
2023-04-24,Urgent,discharge,8
2021-01-22,Emergency,admission,10
2024-01-29,Emergency,admission,6
2019-05-15,Urgent,admission,5
2022-07-07,Emergency,admission,10
2020-11-21,Urgent,discharge,1
2024-01-22,Urgent,discharge,1
2022-12-19,Elective,discharge,9
2020-04-13,Emergency,admission,4
2019-10-02,Elective,discharge,10
2019-12-25,Emergency,discharge,6
2023-03-17,Urgent,admission,1
2023-12-14,Elective,admission,10
2020-09-27,Urgent,discharge,9
2021-06-12,Elective,admission,8
2023-06-29,Emergency,discharge,7
2023-07-16,Elective,discharge,1
2023-03-18,Emergency,discharge,4
2023-04-04,Elective,admission,3
2022-08-24,Urgent,discharge,5
2020-03-18,Emergency,discharge,1
2024-03-06,Elective,discharge,7
2022-03-24,Urgent,admission,7
2020-07-27,Emergency,admission,9
2020-12-05,Elective,admission,9
2020-10-20,Urgent,discharge,8
2024-02-23,Emergency,discharge,6
2021-02-15,Emergency,admission,9
2019-12-20,Elective,admission,9
2021-02-22,Elective,discharge,8
2023-02-06,Elective,admission,10
2021-12-28,Emergency,discharge,10
2021-06-15,Elective,discharge,8
2021-03-08,Elective,admission,6
2019-09-12,Emergency,discharge,3
2022-02-13,Urgent,admission,7
2019-10-20,Elective,discharge,6
2021-09-24,Emergency,discharge,6
2023-10-16,Elective,admission,8
2023-05-19,Emergency,admission,5
2022-07-21,Urgent,discharge,3
2021-07-24,Emergency,discharge,4
2022-09-09,Emergency,discharge,6
2019-11-09,Elective,discharge,9
2023-12-23,Emergency,discharge,8
2022-01-07,Emergency,discharge,5
2022-12-29,Urgent,discharge,2
2020-07-08,Emergency,admission,4
2023-06-10,Elective,admission,3
2022-08-23,Urgent,admission,7
2023-02-24,Elective,admission,10
2022-12-31,Urgent,admission,6
2021-11-19,Urgent,discharge,3
2021-12-09,Emergency,discharge,3
2021-09-05,Elective,discharge,2
2022-01-04,Urgent,admission,6
2024-03-19,Emergency,admission,5
2023-01-31,Emergency,discharge,5
2021-09-28,Elective,admission,6
2019-08-03,Emergency,discharge,4
2020-05-11,Emergency,discharge,10
2019-06-28,Elective,admission,7
2020-06-08,Elective,admission,6
2019-05-18,Urgent,discharge,9
2022-10-24,Emergency,admission,6
2021-05-27,Emergency,discharge,3
2023-01-21,Emergency,discharge,2
2019-11-26,Urgent,discharge,5
2022-01-09,Urgent,discharge,2
2021-06-22,Elective,discharge,2
2019-09-08,Elective,admission,9
2020-05-16,Emergency,discharge,5
2023-09-08,Urgent,discharge,8
2022-02-22,Elective,discharge,4
2019-11-15,Emergency,discharge,3
2023-01-02,Urgent,discharge,7
2019-08-24,Urgent,discharge,8
2021-06-07,Elective,discharge,2
2024-04-01,Elective,discharge,4
2023-08-04,Elective,discharge,9
2023-05-06,Urgent,admission,9
2019-08-06,Urgent,discharge,6
2021-06-20,Emergency,admission,1
2019-09-09,Elective,discharge,3
2021-04-03,Elective,discharge,4
2019-07-09,Elective,discharge,3
2024-04-05,Emergency,admission,9
2022-01-29,Elective,discharge,10
2022-09-13,Urgent,discharge,10
2023-05-24,Elective,admission,2
2019-06-14,Elective,discharge,3
2023-05-16,Elective,admission,4
2021-03-09,Urgent,discharge,6
2021-03-31,Elective,admission,1
2019-10-03,Emergency,discharge,6
2022-05-18,Emergency,discharge,8
2023-01-06,Elective,discharge,6
2019-09-22,Emergency,discharge,7
2019-05-12,Elective,discharge,2
2020-04-23,Urgent,discharge,8
2024-03-09,Urgent,admission,8
2019-05-20,Emergency,admission,1
2020-07-09,Elective,admission,7
2022-11-26,Urgent,discharge,5
2023-12-13,Urgent,discharge,8
2022-08-18,Urgent,discharge,8
2023-07-20,Emergency,discharge,3
2019-09-04,Urgent,discharge,2
2019-09-14,Elective,discharge,4
2021-01-21,Elective,discharge,5
2019-11-18,Urgent,discharge,3
2020-01-18,Urgent,admission,7
2023-01-28,Urgent,admission,4
2020-08-20,Emergency,admission,3
2020-11-24,Elective,discharge,6
2022-05-30,Elective,discharge,6
2020-12-26,Elective,admission,9
2023-08-01,Emergency,discharge,7
2024-03-05,Emergency,discharge,6
2023-07-06,Urgent,discharge,5
2019-11-20,Elective,admission,3
2020-09-25,Emergency,admission,6
2023-05-30,Emergency,admission,2
2023-09-16,Elective,admission,9
2023-07-13,Elective,discharge,2
2020-09-18,Elective,admission,2
2021-09-06,Elective,admission,6
2023-11-20,Elective,discharge,1
2023-08-08,Elective,admission,7
2021-09-17,Emergency,discharge,5
2019-11-04,Urgent,discharge,9
2020-08-02,Emergency,admission,9
2023-03-03,Emergency,discharge,10
2019-05-28,Emergency,admission,7
2021-11-27,Emergency,admission,10
2022-10-10,Urgent,admission,5
2019-06-21,Emergency,discharge,9
2020-09-18,Emergency,admission,1
2021-09-06,Elective,discharge,4
2023-10-19,Urgent,admission,8
2023-02-19,Elective,admission,7
2019-08-02,Elective,discharge,3
2021-09-30,Urgent,discharge,1
2019-11-16,Urgent,admission,8
2022-01-13,Emergency,discharge,9
2021-05-24,Urgent,admission,1
2021-01-15,Elective,admission,9
2022-12-29,Urgent,admission,7
2021-09-27,Urgent,admission,4
2024-01-04,Elective,discharge,10
2020-05-06,Urgent,discharge,8
2022-02-18,Urgent,admission,1
2021-07-21,Elective,admission,7
2020-06-10,Elective,admission,1
2023-06-23,Urgent,admission,2
2020-07-13,Elective,discharge,8
2024-02-11,Urgent,admission,3
2021-03-25,Emergency,admission,10
2020-05-21,Urgent,discharge,9
2019-05-28,Elective,discharge,5
2021-01-29,Elective,admission,4
2023-05-21,Emergency,discharge,9
2022-07-24,Elective,discharge,1
2022-01-30,Elective,admission,2
2022-04-19,Emergency,discharge,10
2020-05-31,Urgent,discharge,6
2020-02-20,Emergency,discharge,1
2023-06-22,Elective,admission,8
2021-07-26,Emergency,discharge,9
2021-12-16,Urgent,admission,6
2020-05-23,Urgent,admission,4
2021-12-21,Urgent,discharge,4
2021-07-02,Urgent,admission,3
2024-02-28,Emergency,admission,8
2022-12-08,Emergency,discharge,5
2020-07-24,Urgent,admission,8
2023-03-02,Emergency,discharge,5
2020-07-31,Elective,discharge,4
2023-08-27,Urgent,admission,8
2022-07-12,Emergency,discharge,6
2021-08-03,Elective,admission,6
2023-06-27,Urgent,admission,2
2020-06-10,Elective,admission,4
2023-09-22,Emergency,discharge,9
2019-09-12,Elective,discharge,9
2023-09-20,Emergency,admission,9
2020-10-10,Elective,discharge,8
2022-08-08,Elective,admission,3
2022-04-22,Emergency,discharge,10
2020-02-18,Emergency,admission,9
2023-09-17,Emergency,admission,7
2022-12-26,Elective,admission,9
2021-03-22,Urgent,discharge,5
2023-09-23,Urgent,discharge,2
2019-08-06,Urgent,discharge,1
2020-09-10,Emergency,discharge,9
2021-06-19,Urgent,discharge,10
2022-02-22,Elective,discharge,10
2022-11-05,Urgent,discharge,9
2022-04-18,Elective,discharge,4
2020-04-16,Elective,admission,2
2022-05-30,Elective,discharge,1
2021-02-26,Urgent,discharge,2
2024-01-04,Elective,discharge,4
2022-01-31,Elective,discharge,1
2019-09-28,Elective,discharge,1
2022-07-19,Emergency,discharge,8
2021-02-03,Urgent,admission,6
2019-11-21,Elective,admission,2
2023-04-13,Emergency,discharge,6
2023-12-16,Urgent,discharge,1
2019-12-12,Urgent,admission,5
2020-02-10,Emergency,discharge,8
2020-02-27,Emergency,admission,6
2019-09-21,Emergency,discharge,8
2021-06-28,Urgent,discharge,7
2019-10-06,Emergency,discharge,1
2019-09-26,Emergency,admission,1
2021-03-05,Elective,discharge,4
2023-02-16,Emergency,discharge,1
2020-09-08,Elective,discharge,10
2023-02-09,Elective,admission,4
2022-05-29,Emergency,discharge,2
2019-06-19,Emergency,discharge,10
2020-06-28,Emergency,discharge,7
2022-05-30,Urgent,discharge,1
2020-02-06,Emergency,admission,1
2020-12-09,Emergency,admission,5
2020-11-27,Elective,admission,2
2021-01-26,Urgent,admission,3
2024-04-20,Urgent,discharge,5
2023-02-10,Emergency,discharge,10
2022-01-22,Urgent,admission,4
2020-08-07,Urgent,discharge,6
2021-01-13,Urgent,discharge,3
2021-05-17,Emergency,admission,9
2019-11-27,Urgent,admission,8
2023-01-28,Elective,discharge,7
2022-05-04,Elective,discharge,8
2022-10-22,Emergency,admission,6
2022-01-08,Urgent,admission,5
2019-12-17,Urgent,discharge,4
2022-04-22,Elective,discharge,7
2019-10-16,Emergency,discharge,3
2021-03-13,Elective,admission,3
2020-01-28,Emergency,discharge,2
2021-12-14,Emergency,admission,4
2020-12-30,Emergency,discharge,1
2020-08-03,Emergency,discharge,9
2024-01-11,Emergency,discharge,1
2021-12-11,Urgent,discharge,5
2024-02-11,Elective,admission,2
2020-04-06,Emergency,admission,6
2023-02-22,Urgent,discharge,6
2021-07-08,Emergency,admission,6
2022-10-08,Urgent,admission,7
2019-05-17,Urgent,discharge,6
2022-10-01,Elective,admission,6
2019-06-15,Elective,discharge,9
2021-08-09,Emergency,admission,3
2020-07-12,Urgent,discharge,1
2023-03-24,Emergency,admission,1
2019-10-03,Emergency,discharge,1
2020-05-29,Urgent,admission,9
2021-03-28,Emergency,discharge,4
2021-07-11,Urgent,admission,1
2019-08-09,Emergency,discharge,8
2024-03-31,Urgent,admission,3
2024-04-23,Elective,discharge,10
2021-09-01,Urgent,discharge,5
2021-03-13,Elective,discharge,9
2022-02-14,Elective,admission,8
2023-05-11,Emergency,discharge,5
2022-08-17,Elective,discharge,7
2022-03-26,Elective,discharge,6
2021-01-07,Urgent,admission,5
2020-11-07,Urgent,discharge,10
2022-02-03,Urgent,discharge,8
2023-08-05,Elective,discharge,7
2020-07-29,Emergency,discharge,1
2019-08-07,Urgent,discharge,5
2020-10-11,Emergency,discharge,5
2022-03-15,Elective,discharge,4
2019-07-06,Elective,discharge,8
2021-07-04,Emergency,discharge,1
2023-11-30,Elective,admission,4
2022-06-23,Emergency,admission,5
2022-09-20,Elective,admission,5
2021-07-08,Urgent,admission,6
2022-01-10,Urgent,admission,10
2024-04-09,Elective,discharge,4
2023-10-16,Emergency,admission,6
2019-12-09,Emergency,admission,5
2023-07-30,Emergency,discharge,8
2022-08-07,Urgent,admission,3
2023-07-16,Urgent,discharge,9
2023-04-19,Emergency,discharge,7
2023-07-21,Emergency,admission,5
2023-03-12,Emergency,discharge,2
2022-06-01,Elective,admission,4
2021-01-31,Elective,discharge,6
2022-05-13,Urgent,discharge,3
2023-03-11,Emergency,discharge,3
2020-09-25,Elective,admission,8
2024-02-21,Emergency,admission,2
2021-05-20,Elective,discharge,2
2020-04-28,Emergency,admission,8
2024-03-01,Urgent,admission,7
2022-08-19,Emergency,discharge,8
2020-07-31,Urgent,admission,5
2021-09-10,Emergency,discharge,4
2022-04-28,Elective,admission,4
2020-11-12,Emergency,admission,3
2021-03-04,Elective,discharge,9
2020-05-03,Elective,discharge,6
2021-12-31,Elective,admission,6
2022-11-13,Emergency,discharge,3
2019-09-10,Elective,admission,4
2023-04-15,Urgent,discharge,1
2021-09-17,Emergency,discharge,6
2022-07-31,Elective,discharge,5
2023-04-29,Urgent,discharge,7
2020-07-26,Urgent,discharge,1
2022-06-23,Emergency,admission,9
2020-09-23,Elective,admission,2
2023-07-21,Emergency,discharge,8
2023-01-08,Urgent,discharge,5
2019-12-03,Urgent,admission,7
2020-06-02,Emergency,discharge,6
2023-10-03,Elective,discharge,9
2023-02-11,Emergency,admission,6
2022-11-27,Emergency,admission,3
2020-08-26,Urgent,discharge,2
2020-03-18,Elective,admission,8
2022-05-24,Elective,discharge,7
2024-03-02,Emergency,admission,3
2023-09-24,Emergency,admission,7
2023-04-14,Elective,discharge,2
2024-04-22,Elective,discharge,2
2022-01-21,Urgent,admission,8
2023-12-09,Urgent,admission,3
2019-10-27,Urgent,admission,8
2021-11-23,Emergency,admission,8
2020-10-30,Emergency,discharge,3
2021-02-08,Emergency,discharge,3
2020-05-01,Emergency,admission,5
2021-06-19,Urgent,discharge,5
2024-03-03,Emergency,admission,10
2020-07-02,Urgent,admission,3
2020-11-09,Urgent,discharge,10
2023-05-29,Emergency,discharge,3
2024-02-12,Elective,admission,6
2024-01-11,Urgent,discharge,6
2022-06-23,Elective,admission,7
2023-10-29,Emergency,discharge,1
2024-03-01,Urgent,discharge,5
2022-11-27,Emergency,discharge,8
2020-03-27,Emergency,admission,6
2020-08-23,Emergency,discharge,1
2023-12-15,Elective,discharge,10
2019-06-20,Elective,admission,3
2023-08-26,Urgent,discharge,3
2019-10-04,Emergency,discharge,10
2022-03-14,Emergency,admission,7
2023-08-19,Urgent,discharge,4
2020-03-11,Emergency,discharge,6
2019-06-28,Emergency,admission,10
2022-08-06,Elective,admission,6
2020-02-15,Urgent,admission,2
2021-10-15,Emergency,admission,7
2022-02-03,Urgent,discharge,9
2023-08-12,Elective,discharge,10
2022-03-25,Elective,admission,6
2019-12-22,Emergency,admission,5
2022-10-17,Elective,admission,2
2024-01-03,Urgent,admission,6
2021-11-06,Elective,admission,1
2021-10-11,Elective,discharge,7
2023-04-04,Urgent,admission,7
2022-01-10,Emergency,discharge,10
2020-09-06,Emergency,discharge,10
2022-11-24,Elective,discharge,8
2021-12-09,Elective,admission,1
2019-10-23,Emergency,admission,1
2020-03-15,Urgent,admission,1
2021-04-10,Emergency,admission,9
2020-01-27,Emergency,discharge,6
2021-11-14,Elective,admission,8
2022-11-15,Elective,discharge,1
2021-04-21,Elective,admission,8
2022-08-28,Elective,discharge,2
2024-01-20,Elective,admission,6
2022-07-27,Elective,admission,1
2022-09-16,Urgent,discharge,10
2023-01-23,Emergency,admission,10
2021-09-01,Urgent,admission,8
2022-09-10,Emergency,admission,8
2020-08-16,Emergency,discharge,8
2019-11-20,Elective,discharge,8
2023-03-27,Urgent,admission,4
2019-12-16,Elective,admission,1
2019-08-08,Emergency,discharge,5
2021-01-22,Elective,discharge,7
2021-06-25,Emergency,discharge,3
2021-06-14,Urgent,discharge,3
2020-11-27,Emergency,admission,3
2020-02-04,Elective,discharge,8
2020-07-15,Urgent,discharge,7
2023-03-30,Emergency,discharge,5
2022-02-15,Elective,admission,10
2022-03-22,Urgent,admission,4
2019-11-04,Urgent,admission,6
2021-11-29,Urgent,admission,1
2021-03-04,Elective,admission,10
2021-10-09,Emergency,discharge,5
2021-10-28,Elective,admission,5
2023-04-22,Elective,admission,4
2023-12-24,Urgent,admission,7
2019-12-01,Urgent,admission,6
2022-01-09,Elective,discharge,1
2023-04-11,Emergency,admission,10
2020-10-03,Urgent,admission,7
2019-12-25,Urgent,admission,1
2020-04-18,Emergency,admission,2
2020-01-24,Emergency,discharge,9
2021-01-31,Emergency,discharge,2
2019-07-29,Emergency,admission,2
2020-12-04,Elective,discharge,3
2023-06-24,Emergency,admission,2
2021-12-30,Emergency,discharge,6
2024-04-04,Emergency,discharge,4
2020-02-15,Elective,discharge,5
2020-07-01,Elective,admission,5
2019-08-08,Emergency,discharge,9
2020-09-15,Emergency,admission,5
2021-09-05,Elective,discharge,1
2021-05-19,Urgent,admission,9
2023-11-11,Elective,discharge,5
2020-03-26,Emergency,admission,3
2023-03-05,Emergency,discharge,4
2020-07-16,Urgent,admission,1
2023-10-22,Elective,admission,10
2022-05-20,Urgent,admission,6
2021-06-04,Elective,discharge,9
2020-10-19,Emergency,discharge,1
2020-11-25,Elective,discharge,10
2023-11-29,Elective,discharge,10
2022-03-06,Elective,discharge,6
2023-12-31,Emergency,discharge,1
2023-02-02,Elective,admission,7
2023-08-31,Emergency,admission,10
2021-03-10,Emergency,admission,6
2019-09-11,Urgent,admission,2
2022-06-12,Urgent,admission,10
2022-01-27,Emergency,discharge,9
2021-10-10,Elective,discharge,2
2022-09-11,Emergency,discharge,2
2019-07-16,Elective,discharge,9
2022-08-27,Urgent,discharge,6
2020-07-04,Urgent,admission,2
2024-04-15,Emergency,admission,6
2023-03-27,Elective,discharge,1
2019-06-07,Emergency,discharge,2
2022-04-28,Emergency,discharge,3
2022-01-23,Emergency,discharge,9
2022-03-28,Urgent,discharge,2
2019-12-10,Elective,admission,2
2021-11-20,Emergency,discharge,9
2019-07-25,Elective,discharge,8
